Trip_ID,Driver_ID,Vehicle_ID,n_readings,Accel_flag_events,Gyro_flag_events,Accel_flag_rate,Gyro_flag_rate,trip_risk_rate
T00377,D26,V26,38,1,2,0.02631578947368421,0.05263157894736842,0.039473684210526314
T00378,D26,V21,29,0,1,0.0,0.034482758620689655,0.017241379310344827
T00379,D26,V26,17,0,1,0.0,0.058823529411764705,0.029411764705882353
T00380,D26,V26,34,0,1,0.0,0.029411764705882353,0.014705882352941176
T00381,D26,V03,26,1,0,0.038461538461538464,0.0,0.019230769230769232
T00382,D26,V26,26,1,0,0.038461538461538464,0.0,0.019230769230769232
T00383,D26,V26,45,3,0,0.06666666666666667,0.0,0.03333333333333333
T00384,D26,V26,10,0,0,0.0,0.0,0.0
T00385,D26,V26,30,2,0,0.06666666666666667,0.0,0.03333333333333333
T00386,D26,V26,42,1,0,0.023809523809523808,0.0,0.011904761904761904
T00387,D26,V26,18,1,1,0.05555555555555555,0.05555555555555555,0.05555555555555555
T00388,D26,V26,32,0,0,0.0,0.0,0.0
T00389,D26,V26,14,0,0,0.0,0.0,0.0
T00390,D26,V26,39,0,1,0.0,0.02564102564102564,0.01282051282051282
T00391,D27,V27,23,1,1,0.043478260869565216,0.043478260869565216,0.043478260869565216
T00392,D27,V27,13,0,0,0.0,0.0,0.0
T00393,D27,V27,45,2,0,0.044444444444444446,0.0,0.022222222222222223
T00394,D27,V27,35,2,1,0.05714285714285714,0.02857142857142857,0.04285714285714286
T00395,D27,V27,18,0,0,0.0,0.0,0.0
T00396,D27,V27,19,0,1,0.0,0.05263157894736842,0.02631578947368421
T00397,D27,V27,14,1,0,0.07142857142857142,0.0,0.03571428571428571
T00398,D27,V27,36,1,1,0.027777777777777776,0.027777777777777776,0.027777777777777776
T00399,D27,V27,11,1,0,0.09090909090909091,0.0,0.045454545454545456
T00400,D27,V27,15,0,1,0.0,0.06666666666666667,0.03333333333333333
T00401,D27,V27,30,0,1,0.0,0.03333333333333333,0.016666666666666666
T00402,D27,V27,29,2,1,0.06896551724137931,0.034482758620689655,0.05172413793103448
T00403,D27,V27,33,4,2,0.12121212121212122,0.06060606060606061,0.09090909090909091
T00404,D27,V27,29,2,2,0.06896551724137931,0.06896551724137931,0.06896551724137931
T00405,D27,V27,16,1,0,0.0625,0.0,0.03125
T00406,D28,V28,11,2,2,0.18181818181818182,0.18181818181818182,0.18181818181818182
T00407,D28,V28,18,0,0,0.0,0.0,0.0
T00408,D28,V28,17,0,0,0.0,0.0,0.0
T00409,D28,V28,31,0,0,0.0,0.0,0.0
T00410,D28,V28,27,0,0,0.0,0.0,0.0
T00411,D28,V28,33,0,1,0.0,0.030303030303030304,0.015151515151515152
T00412,D28,V28,22,1,0,0.045454545454545456,0.0,0.022727272727272728
T00413,D28,V28,31,1,0,0.03225806451612903,0.0,0.016129032258064516
T00414,D28,V28,24,0,1,0.0,0.041666666666666664,0.020833333333333332
T00415,D28,V28,41,1,1,0.024390243902439025,0.024390243902439025,0.024390243902439025
T00416,D28,V28,39,1,0,0.02564102564102564,0.0,0.01282051282051282
T00417,D28,V28,27,0,0,0.0,0.0,0.0
T00418,D28,V28,26,0,0,0.0,0.0,0.0
T00419,D28,V28,21,0,0,0.0,0.0,0.0
T00420,D28,V28,32,0,0,0.0,0.0,0.0
T00421,D29,V29,33,1,0,0.030303030303030304,0.0,0.015151515151515152
T00422,D29,V29,22,0,0,0.0,0.0,0.0
T00423,D29,V29,43,0,0,0.0,0.0,0.0
T00424,D29,V09,27,1,0,0.037037037037037035,0.0,0.018518518518518517
T00425,D29,V29,45,1,1,0.022222222222222223,0.022222222222222223,0.022222222222222223
T00426,D29,V29,34,0,0,0.0,0.0,0.0
T00427,D29,V19,36,1,0,0.027777777777777776,0.0,0.013888888888888888
T00428,D29,V28,25,0,0,0.0,0.0,0.0
T00429,D29,V29,13,1,1,0.07692307692307693,0.07692307692307693,0.07692307692307693
T00430,D29,V14,20,0,1,0.0,0.05,0.025
T00431,D29,V23,22,0,1,0.0,0.045454545454545456,0.022727272727272728
T00432,D29,V10,16,0,0,0.0,0.0,0.0
T00433,D29,V29,39,2,1,0.05128205128205128,0.02564102564102564,0.038461538461538464
T00434,D29,V29,26,0,0,0.0,0.0,0.0
T00435,D29,V02,41,4,0,0.0975609756097561,0.0,0.04878048780487805
T00436,D30,V30,15,0,1,0.0,0.06666666666666667,0.03333333333333333
T00437,D30,V30,31,1,1,0.03225806451612903,0.03225806451612903,0.03225806451612903
T00438,D30,V30,43,3,1,0.06976744186046512,0.023255813953488372,0.046511627906976744
T00439,D30,V30,39,2,0,0.05128205128205128,0.0,0.02564102564102564
T00440,D30,V30,43,0,1,0.0,0.023255813953488372,0.011627906976744186
T00441,D30,V30,39,0,0,0.0,0.0,0.0
T00442,D30,V30,41,3,2,0.07317073170731707,0.04878048780487805,0.06097560975609756
T00443,D30,V30,25,1,0,0.04,0.0,0.02
T00444,D30,V30,29,1,0,0.034482758620689655,0.0,0.017241379310344827
T00445,D30,V06,45,3,1,0.06666666666666667,0.022222222222222223,0.044444444444444446
T00446,D30,V30,29,2,1,0.06896551724137931,0.034482758620689655,0.05172413793103448
T00447,D30,V30,16,1,0,0.0625,0.0,0.03125
T00448,D30,V30,25,2,0,0.08,0.0,0.04
T00449,D30,V30,32,0,0,0.0,0.0,0.0
T00450,D30,V09,22,1,1,0.045454545454545456,0.045454545454545456,0.045454545454545456
